# Test Particle Trajectory
# charge = -1, mass = 0.1
# t,x,y,vx,vy,E_x,E_y,B_z,F_x,F_y,KE
0.013500,54.999998,50.000135,-0.000243,0.009998,0.000800,0.000000,0.100000,-0.001800,-0.000024,0.000005
0.014000,54.999998,50.000140,-0.000252,0.009998,0.000800,0.000000,0.100000,-0.001800,-0.000025,0.000005
0.014500,54.999998,50.000145,-0.000261,0.009998,0.000800,0.000000,0.100000,-0.001800,-0.000026,0.000005
0.015000,54.999998,50.000150,-0.000270,0.009998,0.000800,0.000000,0.100000,-0.001800,-0.000027,0.000005
0.015500,54.999998,50.000155,-0.000279,0.009998,0.000800,0.000000,0.100000,-0.001800,-0.000028,0.000005
0.016000,54.999998,50.000160,-0.000288,0.009998,0.000800,0.000000,0.100000,-0.001800,-0.000029,0.000005
0.016500,54.999998,50.000165,-0.000297,0.009998,0.000800,0.000000,0.100000,-0.001800,-0.000030,0.000005
0.017000,54.999997,50.000170,-0.000306,0.009997,0.000800,0.000000,0.100000,-0.001800,-0.000031,0.000005
0.017500,54.999997,50.000175,-0.000315,0.009997,0.000800,0.000000,0.100000,-0.001800,-0.000031,0.000005
0.018000,54.999997,50.000180,-0.000324,0.009997,0.000800,0.000000,0.100000,-0.001800,-0.000032,0.000005
0.018500,54.999997,50.000185,-0.000333,0.009997,0.000800,0.000000,0.100000,-0.001800,-0.000033,0.000005
0.019000,54.999997,50.000190,-0.000342,0.009997,0.000800,0.000000,0.100000,-0.001800,-0.000034,0.000005
0.019500,54.999997,50.000195,-0.000351,0.009997,0.000800,0.000000,0.100000,-0.001800,-0.000035,0.000005
0.020000,54.999996,50.000200,-0.000360,0.009996,0.000800,0.000000,0.100000,-0.001800,-0.000036,0.000005
0.020500,54.999996,50.000205,-0.000369,0.009996,0.000800,0.000000,0.100000,-0.001800,-0.000037,0.000005
0.021000,54.999996,50.000210,-0.000378,0.009996,0.000800,0.000000,0.100000,-0.001800,-0.000038,0.000005
0.021500,54.999996,50.000215,-0.000387,0.009996,0.000800,0.000000,0.100000,-0.001799,-0.000039,0.000005
0.022000,54.999996,50.000220,-0.000396,0.009996,0.000800,0.000000,0.100000,-0.001799,-0.000040,0.000005
0.022500,54.999995,50.000225,-0.000405,0.009995,0.000800,0.000000,0.100000,-0.001799,-0.000040,0.000005
0.023000,54.999995,50.000230,-0.000414,0.009995,0.000800,0.000000,0.100000,-0.001799,-0.000041,0.000005
0.023500,54.999995,50.000235,-0.000423,0.009995,0.000800,0.000000,0.100000,-0.001799,-0.000042,0.000005
0.024000,54.999995,50.000240,-0.000432,0.009995,0.000800,0.000000,0.100000,-0.001799,-0.000043,0.000005
0.024500,54.999995,50.000245,-0.000441,0.009995,0.000800,0.000000,0.100000,-0.001799,-0.000044,0.000005
0.025000,54.999994,50.000250,-0.000450,0.009994,0.000800,0.000000,0.100000,-0.001799,-0.000045,0.000005
0.025500,54.999994,50.000255,-0.000459,0.009994,0.000800,0.000000,0.100000,-0.001799,-0.000046,0.000005
0.026000,54.999994,50.000260,-0.000468,0.009994,0.000800,0.000000,0.100000,-0.001799,-0.000047,0.000005
0.026500,54.999994,50.000265,-0.000477,0.009994,0.000800,0.000000,0.100000,-0.001799,-0.000048,0.000005
0.027000,54.999993,50.000270,-0.000486,0.009994,0.000800,0.000000,0.100000,-0.001799,-0.000049,0.000005
0.027500,54.999993,50.000275,-0.000495,0.009993,0.000800,0.000000,0.100000,-0.001799,-0.000049,0.000005
0.028000,54.999993,50.000280,-0.000504,0.009993,0.000800,0.000000,0.100000,-0.001799,-0.000050,0.000005
0.028500,54.999993,50.000285,-0.000513,0.009993,0.000800,0.000000,0.100000,-0.001799,-0.000051,0.000005
0.029000,54.999992,50.000290,-0.000522,0.009992,0.000800,0.000000,0.100000,-0.001799,-0.000052,0.000005
0.029500,54.999992,50.000295,-0.000531,0.009992,0.000800,0.000000,0.100000,-0.001799,-0.000053,0.000005
0.030000,54.999992,50.000300,-0.000540,0.009992,0.000800,0.000000,0.100000,-0.001799,-0.000054,0.000005
0.030500,54.999992,50.000305,-0.000549,0.009992,0.000800,0.000000,0.100000,-0.001799,-0.000055,0.000005
0.031000,54.999991,50.000310,-0.000558,0.009991,0.000800,0.000000,0.100000,-0.001799,-0.000056,0.000005
0.031500,54.999991,50.000315,-0.000567,0.009991,0.000800,0.000000,0.100000,-0.001799,-0.000057,0.000005
0.032000,54.999991,50.000320,-0.000576,0.009991,0.000800,0.000000,0.100000,-0.001799,-0.000058,0.000005
0.032500,54.999990,50.000325,-0.000585,0.009991,0.000800,0.000000,0.100000,-0.001799,-0.000058,0.000005
0.033000,54.999990,50.000330,-0.000594,0.009990,0.000800,0.000000,0.100000,-0.001799,-0.000059,0.000005
0.033500,54.999990,50.000335,-0.000603,0.009990,0.000800,0.000000,0.100000,-0.001799,-0.000060,0.000005
0.034000,54.999990,50.000340,-0.000612,0.009990,0.000800,0.000000,0.100000,-0.001799,-0.000061,0.000005
0.034500,54.999989,50.000345,-0.000621,0.009989,0.000800,0.000000,0.100000,-0.001799,-0.000062,0.000005
0.035000,54.999989,50.000350,-0.000630,0.009989,0.000800,0.000000,0.100000,-0.001799,-0.000063,0.000005
0.035500,54.999989,50.000355,-0.000639,0.009989,0.000800,0.000000,0.100000,-0.001799,-0.000064,0.000005
0.036000,54.999988,50.000360,-0.000648,0.009988,0.000800,0.000000,0.100000,-0.001799,-0.000065,0.000005
0.036500,54.999988,50.000365,-0.000657,0.009988,0.000800,0.000000,0.100000,-0.001799,-0.000066,0.000005
0.037000,54.999988,50.000370,-0.000666,0.009988,0.000800,0.000000,0.100000,-0.001799,-0.000067,0.000005
0.037500,54.999987,50.000375,-0.000675,0.009987,0.000800,0.000000,0.100000,-0.001799,-0.000067,0.000005
0.038000,54.999987,50.000380,-0.000684,0.009987,0.000800,0.000000,0.100000,-0.001799,-0.000068,0.000005
0.038500,54.999987,50.000385,-0.000693,0.009987,0.000800,0.000000,0.100000,-0.001798,-0.000069,0.000005
0.039000,54.999986,50.000390,-0.000702,0.009986,0.000800,0.000000,0.100000,-0.001798,-0.000070,0.000005
0.039500,54.999986,50.000395,-0.000711,0.009986,0.000800,0.000000,0.100000,-0.001798,-0.000071,0.000005
0.040000,54.999986,50.000400,-0.000720,0.009986,0.000800,0.000000,0.100000,-0.001798,-0.000072,0.000005
0.040500,54.999985,50.000405,-0.000729,0.009985,0.000800,0.000000,0.100000,-0.001798,-0.000073,0.000005
0.041000,54.999985,50.000410,-0.000738,0.009985,0.000800,0.000000,0.100000,-0.001798,-0.000074,0.000005
0.041500,54.999985,50.000415,-0.000747,0.009985,0.000800,0.000000,0.100000,-0.001798,-0.000075,0.000005
0.042000,54.999984,50.000420,-0.000756,0.009984,0.000800,0.000000,0.100000,-0.001798,-0.000076,0.000005
0.042500,54.999984,50.000425,-0.000765,0.009984,0.000800,0.000000,0.100000,-0.001798,-0.000076,0.000005
0.043000,54.999983,50.000430,-0.000774,0.009983,0.000800,0.000000,0.100000,-0.001798,-0.000077,0.000005
0.043500,54.999983,50.000435,-0.000783,0.009983,0.000800,0.000000,0.100000,-0.001798,-0.000078,0.000005
0.044000,54.999983,50.000440,-0.000792,0.009983,0.000800,0.000000,0.100000,-0.001798,-0.000079,0.000005
0.044500,54.999982,50.000445,-0.000801,0.009982,0.000800,0.000000,0.100000,-0.001798,-0.000080,0.000005
0.045000,54.999982,50.000450,-0.000810,0.009982,0.000800,0.000000,0.100000,-0.001798,-0.000081,0.000005
0.045500,54.999981,50.000455,-0.000819,0.009981,0.000800,0.000000,0.100000,-0.001798,-0.000082,0.000005
0.046000,54.999981,50.000460,-0.000828,0.009981,0.000800,0.000000,0.100000,-0.001798,-0.000083,0.000005
0.046500,54.999981,50.000465,-0.000837,0.009981,0.000800,0.000000,0.100000,-0.001798,-0.000084,0.000005
0.047000,54.999980,50.000470,-0.000846,0.009980,0.000800,0.000000,0.100000,-0.001798,-0.000085,0.000005
0.047500,54.999980,50.000475,-0.000855,0.009980,0.000800,0.000000,0.100000,-0.001798,-0.000085,0.000005
0.048000,54.999979,50.000480,-0.000864,0.009979,0.000800,0.000000,0.100000,-0.001798,-0.000086,0.000005
0.048500,54.999979,50.000485,-0.000873,0.009979,0.000800,0.000000,0.100000,-0.001798,-0.000087,0.000005
0.049000,54.999978,50.000490,-0.000882,0.009979,0.000800,0.000000,0.100000,-0.001798,-0.000088,0.000005
0.049500,54.999978,50.000495,-0.000891,0.009978,0.000800,0.000000,0.100000,-0.001798,-0.000089,0.000005
0.050000,54.999978,50.000500,-0.000900,0.009978,0.000800,0.000000,0.100000,-0.001798,-0.000090,0.000005
0.050500,54.999977,50.000505,-0.000909,0.009977,0.000800,0.000000,0.100000,-0.001797,-0.000091,0.000005
0.051000,54.999977,50.000510,-0.000918,0.009977,0.000800,0.000000,0.100000,-0.001797,-0.000092,0.000005
0.051500,54.999976,50.000515,-0.000927,0.009976,0.000800,0.000000,0.100000,-0.001797,-0.000093,0.000005
0.052000,54.999976,50.000520,-0.000936,0.009976,0.000800,0.000000,0.100000,-0.001797,-0.000094,0.000005
0.052500,54.999975,50.000525,-0.000945,0.009975,0.000800,0.000000,0.100000,-0.001797,-0.000094,0.000005
0.053000,54.999975,50.000530,-0.000953,0.009975,0.000800,0.000000,0.100000,-0.001797,-0.000095,0.000005
0.053500,54.999974,50.000535,-0.000962,0.009974,0.000800,0.000000,0.100000,-0.001797,-0.000096,0.000005
0.054000,54.999974,50.000540,-0.000971,0.009974,0.000800,0.000000,0.100000,-0.001797,-0.000097,0.000005
0.054500,54.999973,50.000545,-0.000980,0.009973,0.000800,0.000000,0.100000,-0.001797,-0.000098,0.000005
0.055000,54.999973,50.000550,-0.000989,0.009973,0.000800,0.000000,0.100000,-0.001797,-0.000099,0.000005
0.055500,54.999972,50.000554,-0.000998,0.009972,0.000800,0.000000,0.100000,-0.001797,-0.000100,0.000005
0.056000,54.999972,50.000559,-0.001007,0.009972,0.000800,0.000000,0.100000,-0.001797,-0.000101,0.000005
0.056500,54.999971,50.000564,-0.001016,0.009971,0.000800,0.000000,0.100000,-0.001797,-0.000102,0.000005
0.057000,54.999971,50.000569,-0.001025,0.009971,0.000800,0.000000,0.100000,-0.001797,-0.000103,0.000005
0.057500,54.999970,50.000574,-0.001034,0.009970,0.000800,0.000000,0.100000,-0.001797,-0.000103,0.000005
0.058000,54.999970,50.000579,-0.001043,0.009970,0.000800,0.000000,0.100000,-0.001797,-0.000104,0.000005
0.058500,54.999969,50.000584,-0.001052,0.009969,0.000800,0.000000,0.100000,-0.001797,-0.000105,0.000005
0.059000,54.999969,50.000589,-0.001061,0.009969,0.000800,0.000000,0.100000,-0.001797,-0.000106,0.000005
0.059500,54.999968,50.000594,-0.001070,0.009968,0.000800,0.000000,0.100000,-0.001797,-0.000107,0.000005
0.060000,54.999968,50.000599,-0.001079,0.009968,0.000800,0.000000,0.100000,-0.001796,-0.000108,0.000005
0.060500,54.999967,50.000604,-0.001088,0.009967,0.000800,0.000000,0.100000,-0.001796,-0.000109,0.000005
0.061000,54.999967,50.000609,-0.001097,0.009967,0.000800,0.000000,0.100000,-0.001796,-0.000110,0.000005
0.061500,54.999966,50.000614,-0.001106,0.009966,0.000800,0.000000,0.100000,-0.001796,-0.000111,0.000005
0.062000,54.999965,50.000619,-0.001115,0.009966,0.000800,0.000000,0.100000,-0.001796,-0.000112,0.000005
0.062500,54.999965,50.000624,-0.001124,0.009965,0.000800,0.000000,0.100000,-0.001796,-0.000112,0.000005
0.063000,54.999964,50.000629,-0.001133,0.009964,0.000800,0.000000,0.100000,-0.001796,-0.000113,0.000005
0.063500,54.999964,50.000634,-0.001142,0.009964,0.000800,0.000000,0.100000,-0.001796,-0.000114,0.000005
0.064000,54.999963,50.000639,-0.001151,0.009963,0.000800,0.000000,0.100000,-0.001796,-0.000115,0.000005
0.064500,54.999963,50.000644,-0.001160,0.009963,0.000800,0.000000,0.100000,-0.001796,-0.000116,0.000005
0.065000,54.999962,50.000649,-0.001169,0.009962,0.000800,0.000000,0.100000,-0.001796,-0.000117,0.000005
0.065500,54.999961,50.000654,-0.001178,0.009962,0.000800,0.000000,0.100000,-0.001796,-0.000118,0.000005
0.066000,54.999961,50.000659,-0.001187,0.009961,0.000800,0.000000,0.100000,-0.001796,-0.000119,0.000005
0.066500,54.999960,50.000664,-0.001196,0.009960,0.000800,0.000000,0.100000,-0.001796,-0.000120,0.000005
0.067000,54.999960,50.000669,-0.001205,0.009960,0.000800,0.000000,0.100000,-0.001796,-0.000120,0.000005
0.067500,54.999959,50.000674,-0.001214,0.009959,0.000800,0.000000,0.100000,-0.001796,-0.000121,0.000005
0.068000,54.999958,50.000679,-0.001223,0.009959,0.000800,0.000000,0.100000,-0.001796,-0.000122,0.000005
0.068500,54.999958,50.000684,-0.001232,0.009958,0.000800,0.000000,0.100000,-0.001795,-0.000123,0.000005
0.069000,54.999957,50.000689,-0.001241,0.009957,0.000800,0.000000,0.100000,-0.001795,-0.000124,0.000005
0.069500,54.999957,50.000694,-0.001250,0.009957,0.000800,0.000000,0.100000,-0.001795,-0.000125,0.000005
0.070000,54.999956,50.000699,-0.001259,0.009956,0.000800,0.000000,0.100000,-0.001795,-0.000126,0.000005
0.070500,54.999955,50.000704,-0.001268,0.009955,0.000800,0.000000,0.100000,-0.001795,-0.000127,0.000005
0.071000,54.999955,50.000709,-0.001277,0.009955,0.000800,0.000000,0.100000,-0.001795,-0.000128,0.000005
0.071500,54.999954,50.000714,-0.001286,0.009954,0.000800,0.000000,0.100000,-0.001795,-0.000129,0.000005
0.072000,54.999953,50.000719,-0.001295,0.009954,0.000800,0.000000,0.100000,-0.001795,-0.000129,0.000005
0.072500,54.999953,50.000724,-0.001304,0.009953,0.000800,0.000000,0.100000,-0.001795,-0.000130,0.000005
0.073000,54.999952,50.000729,-0.001313,0.009952,0.000800,0.000000,0.100000,-0.001795,-0.000131,0.000005
0.073500,54.999951,50.000734,-0.001322,0.009952,0.000800,0.000000,0.100000,-0.001795,-0.000132,0.000005
0.074000,54.999951,50.000739,-0.001331,0.009951,0.000800,0.000000,0.100000,-0.001795,-0.000133,0.000005
0.074500,54.999950,50.000744,-0.001340,0.009950,0.000800,0.000000,0.100000,-0.001795,-0.000134,0.000005
0.075000,54.999949,50.000749,-0.001349,0.009950,0.000800,0.000000,0.100000,-0.001795,-0.000135,0.000005
0.075500,54.999949,50.000754,-0.001358,0.009949,0.000800,0.000000,0.100000,-0.001795,-0.000136,0.000005
0.076000,54.999948,50.000759,-0.001367,0.009948,0.000800,0.000000,0.100000,-0.001794,-0.000137,0.000005
0.076500,54.999947,50.000764,-0.001376,0.009948,0.000800,0.000000,0.100000,-0.001794,-0.000138,0.000005
0.077000,54.999947,50.000769,-0.001385,0.009947,0.000800,0.000000,0.100000,-0.001794,-0.000138,0.000005
0.077500,54.999946,50.000774,-0.001393,0.009946,0.000800,0.000000,0.100000,-0.001794,-0.000139,0.000005
0.078000,54.999945,50.000779,-0.001402,0.009945,0.000800,0.000000,0.100000,-0.001794,-0.000140,0.000005
0.078500,54.999945,50.000784,-0.001411,0.009945,0.000800,0.000000,0.100000,-0.001794,-0.000141,0.000005
0.079000,54.999944,50.000789,-0.001420,0.009944,0.000800,0.000000,0.100000,-0.001794,-0.000142,0.000005
0.079500,54.999943,50.000794,-0.001429,0.009943,0.000800,0.000000,0.100000,-0.001794,-0.000143,0.000005
0.080000,54.999942,50.000798,-0.001438,0.009943,0.000800,0.000000,0.100000,-0.001794,-0.000144,0.000005
0.080500,54.999942,50.000803,-0.001447,0.009942,0.000800,0.000000,0.100000,-0.001794,-0.000145,0.000005
0.081000,54.999941,50.000808,-0.001456,0.009941,0.000800,0.000000,0.100000,-0.001794,-0.000146,0.000005
0.081500,54.999940,50.000813,-0.001465,0.009940,0.000800,0.000000,0.100000,-0.001794,-0.000147,0.000005
0.082000,54.999940,50.000818,-0.001474,0.009940,0.000800,0.000000,0.100000,-0.001794,-0.000147,0.000005
0.082500,54.999939,50.000823,-0.001483,0.009939,0.000800,0.000000,0.100000,-0.001794,-0.000148,0.000005
0.083000,54.999938,50.000828,-0.001492,0.009938,0.000800,0.000000,0.100000,-0.001793,-0.000149,0.000005
0.083500,54.999937,50.000833,-0.001501,0.009937,0.000800,0.000000,0.100000,-0.001793,-0.000150,0.000005
0.084000,54.999937,50.000838,-0.001510,0.009937,0.000800,0.000000,0.100000,-0.001793,-0.000151,0.000005
0.084500,54.999936,50.000843,-0.001519,0.009936,0.000800,0.000000,0.100000,-0.001793,-0.000152,0.000005
0.085000,54.999935,50.000848,-0.001528,0.009935,0.000800,0.000000,0.100000,-0.001793,-0.000153,0.000005
0.085500,54.999934,50.000853,-0.001537,0.009934,0.000800,0.000000,0.100000,-0.001793,-0.000154,0.000005
0.086000,54.999933,50.000858,-0.001546,0.009934,0.000800,0.000000,0.100000,-0.001793,-0.000155,0.000005
0.086500,54.999933,50.000863,-0.001555,0.009933,0.000800,0.000000,0.100000,-0.001793,-0.000155,0.000005
0.087000,54.999932,50.000868,-0.001564,0.009932,0.000800,0.000000,0.100000,-0.001793,-0.000156,0.000005
0.087500,54.999931,50.000873,-0.001573,0.009931,0.000800,0.000000,0.100000,-0.001793,-0.000157,0.000005
0.088000,54.999930,50.000878,-0.001582,0.009931,0.000800,0.000000,0.100000,-0.001793,-0.000158,0.000005
0.088500,54.999930,50.000883,-0.001591,0.009930,0.000800,0.000000,0.100000,-0.001793,-0.000159,0.000005
0.089000,54.999929,50.000888,-0.001600,0.009929,0.000800,0.000000,0.100000,-0.001792,-0.000160,0.000005
0.089500,54.999928,50.000893,-0.001609,0.009928,0.000800,0.000000,0.100000,-0.001792,-0.000161,0.000005
0.090000,54.999927,50.000898,-0.001618,0.009927,0.000800,0.000000,0.100000,-0.001792,-0.000162,0.000005
0.090500,54.999926,50.000903,-0.001627,0.009927,0.000800,0.000000,0.100000,-0.001792,-0.000163,0.000005
0.091000,54.999926,50.000908,-0.001636,0.009926,0.000800,0.000000,0.100000,-0.001792,-0.000164,0.000005
0.091500,54.999925,50.000913,-0.001645,0.009925,0.000800,0.000000,0.100000,-0.001792,-0.000164,0.000005
0.092000,54.999924,50.000918,-0.001653,0.009924,0.000800,0.000000,0.100000,-0.001792,-0.000165,0.000005
0.092500,54.999923,50.000923,-0.001662,0.009923,0.000800,0.000000,0.100000,-0.001792,-0.000166,0.000005
0.093000,54.999922,50.000928,-0.001671,0.009922,0.000800,0.000000,0.100000,-0.001792,-0.000167,0.000005
0.093500,54.999921,50.000933,-0.001680,0.009922,0.000800,0.000000,0.100000,-0.001792,-0.000168,0.000005
0.094000,54.999921,50.000938,-0.001689,0.009921,0.000800,0.000000,0.100000,-0.001792,-0.000169,0.000005
0.094500,54.999920,50.000942,-0.001698,0.009920,0.000800,0.000000,0.100000,-0.001792,-0.000170,0.000005
0.095000,54.999919,50.000947,-0.001707,0.009919,0.000800,0.000000,0.100000,-0.001791,-0.000171,0.000005
0.095500,54.999918,50.000952,-0.001716,0.009918,0.000800,0.000000,0.100000,-0.001791,-0.000172,0.000005
0.096000,54.999917,50.000957,-0.001725,0.009917,0.000800,0.000000,0.100000,-0.001791,-0.000173,0.000005
0.096500,54.999916,50.000962,-0.001734,0.009916,0.000800,0.000000,0.100000,-0.001791,-0.000173,0.000005
0.097000,54.999915,50.000967,-0.001743,0.009916,0.000800,0.000000,0.100000,-0.001791,-0.000174,0.000005
0.097500,54.999915,50.000972,-0.001752,0.009915,0.000800,0.000000,0.100000,-0.001791,-0.000175,0.000005
0.098000,54.999914,50.000977,-0.001761,0.009914,0.000800,0.000000,0.100000,-0.001791,-0.000176,0.000005
0.098500,54.999913,50.000982,-0.001770,0.009913,0.000800,0.000000,0.100000,-0.001791,-0.000177,0.000005
0.099000,54.999912,50.000987,-0.001779,0.009912,0.000800,0.000000,0.100000,-0.001791,-0.000178,0.000005
0.099500,54.999911,50.000992,-0.001788,0.009911,0.000800,0.000000,0.100000,-0.001791,-0.000179,0.000005
0.100000,54.999910,50.000997,-0.001797,0.009910,0.000800,0.000000,0.100000,-0.001791,-0.000180,0.000005
0.100500,54.999909,50.001002,-0.001806,0.009909,0.000800,0.000000,0.100000,-0.001790,-0.000181,0.000005
